"","rownum","Player","Age","Team","Pos","MIN","eFG..Rank","eFG.","Rim.Rank","Rim","Short.Mid.Rank","Short.Mid","Long.Mid.Rank","Long.Mid","All.Mid.Rank","All.Mid","Corner.Three.Rank","Corner.Three","Non.Corner.Rank","Non.Corner","All.Three.Rank","All.Three","Season","Second.year"
"678","2","Draymond Green",29.7,"GSW","Big",1221,5,"45.00%",18,"60%",29,"35%",39,"33%",26,"34%",0,"36%",22,"27%",24,"28%","2019-2020",2020
"679","2","JaMychal Green",29.4,"LAC","Big",1248,63,"56.50%",13,"57%",82,"48%",27,"22%",60,"41%",53,"37%",83,"40%",81,"39%","2019-2020",2020
"680","2","Javonte Green",26.3,"BOS","Wing",374,58,"53.30%",24,"55%",98,"63%",3,"0%",98,"59%",0,"36%",0,"27%",15,"31%","2019-2020",2020
"681","2","Jeff Green",33.2,"HOU","Forward",390,99,"63.80%",100,"83%",99,"63%",97,"100%",100,"67%",29,"33%",30,"30%",30,"31%","2019-2020",2020
"682","2","Jeff Green",33.2,"UTA","Forward",545,31,"48.90%",20,"53%",72,"42%",17,"14%",59,"38%",50,"39%",36,"31%",51,"35%","2019-2020",2020
"683","2","Blake Griffin",30.6,"DET","Big",512,2,"40.20%",9,"55%",15,"28%",19,"8%",5,"23%",0,"15%",19,"27%",14,"24%","2019-2020",2020
"684","2","Marko Guduric",24.7,"MEM","Wing",397,20,"47.60%",50,"61%",30,"31%",56,"40%",36,"35%",56,"42%",2,"24%",13,"30%","2019-2020",2020
"685","2","Rui Hachimura",21.7,"WAS","Big",1437,14,"49.30%",35,"64%",17,"29%",71,"45%",36,"37%",23,"32%",25,"29%",27,"30%","2019-2020",2020
"686","2","Tim Hardaway Jr.",27.6,"DAL","Wing",2090,73,"55.50%",39,"59%",57,"39%",84,"46%",76,"43%",78,"46%",78,"38%",79,"40%","2019-2020",2020
"687","2","James Harden",30.2,"HOU","Point",2482,78,"54.50%",76,"64%",53,"41%",80,"50%",57,"41%",37,"35%",46,"36%",42,"36%","2019-2020",2020
"688","2","Maurice Harkless",26.5,"NYK","Wing",285,46,"51.50%",36,"58%",0,"0%",97,"67%",60,"40%",0,"10%",0,"43%",12,"29%","2019-2020",2020
"689","2","Maurice Harkless",26.5,"LAC","Forward",1131,88,"58.20%",67,"65%",9,"18%",43,"33%",11,"24%",64,"42%",21,"29%",63,"37%","2019-2020",2020
"690","2","Montrezl Harrell",25.8,"LAC","Big",1724,70,"58.60%",49,"67%",48,"40%",22,"14%",38,"37%",0,"0%",0,"0%",0,"0%","2019-2020",2020
"691","2","Gary Harris",25.1,"DEN","Wing",1779,31,"48.70%",37,"59%",15,"26%",81,"45%",33,"34%",79,"46%",4,"27%",30,"33%","2019-2020",2020
"692","2","Joe Harris",28.2,"BKN","Wing",2122,94,"59.60%",63,"64%",31,"32%",85,"48%",50,"38%",91,"52%",87,"40%",92,"42%","2019-2020",2020
"693","2","Tobias Harris",27.3,"PHI","Forward",2468,55,"52.90%",49,"63%",87,"48%",60,"38%",79,"44%",79,"44%",53,"35%",66,"37%","2019-2020",2020
"694","2","Shaquille Harrison",26.1,"CHI","Wing",441,81,"56.90%",31,"57%",88,"48%",3,"0%",87,"46%",29,"38%",98,"47%",93,"43%","2019-2020",2020
"695","2","Josh Hart",24.7,"NOP","Forward",1725,61,"53.50%",76,"67%",64,"40%",19,"17%",37,"33%",73,"44%",27,"30%",42,"34%","2019-2020",2020
"696","2","Isaiah Hartenstein",21.5,"HOU","Big",228,93,"67.20%",90,"77%",75,"45%",10,"0%",63,"42%",0,"0%",0,"0%",0,"0%","2019-2020",2020
"697","2","Jaxson Hayes",19.4,"NOP","Big",1029,96,"68.60%",75,"73%",13,"26%",0,"0%",11,"26%",0,"100%",0,"0%",0,"100%","2019-2020",2020
"698","2","Gordon Hayward",29.6,"BOS","Forward",1737,79,"56.30%",85,"69%",80,"48%",81,"45%",85,"46%",61,"42%",74,"38%",77,"39%","2019-2020",2020
"699","2","John Henson",28.8,"DET","Big",188,95,"68.60%",82,"74%",97,"60%",0,"0%",98,"60%",0,"33%",0,"50%",0,"40%","2019-2020",2020
"700","2","John Henson",28.8,"CLE","Big",405,39,"53.80%",78,"74%",64,"43%",10,"0%",55,"40%",0,"33%",2,"14%",7,"20%","2019-2020",2020
"701","2","Juan Hernangomez",24.1,"MIN","Big",407,54,"55.50%",10,"56%",0,"0%",10,"0%",0,"0%",0,"38%",97,"43%",96,"42%","2019-2020",2020
"702","2","Juan Hernangomez",24.1,"DEN","Forward",370,11,"40.80%",19,"53%",27,"30%",5,"0%",17,"27%",0,"31%",4,"21%",4,"23%","2019-2020",2020
"703","2","Willy Hernangomez",25.4,"CHA","Big",320,35,"52.90%",58,"69%",36,"37%",10,"0%",29,"35%",0,"33%",0,"15%",6,"19%","2019-2020",2020
"704","2","Tyler Herro",19.8,"MIA","Combo",1460,71,"51.90%",39,"56%",68,"42%",61,"41%",59,"41%",71,"44%",85,"38%",82,"39%","2019-2020",2020
"705","2","Mario Hezonja",24.7,"POR","Forward",803,21,"47.50%",11,"49%",93,"52%",35,"30%",71,"43%",0,"21%",59,"36%",36,"33%","2019-2020",2020
"706","2","Buddy Hield",26.9,"SAC","Wing",2201,67,"54.50%",59,"63%",43,"34%",62,"42%",54,"39%",82,"47%",71,"38%",76,"39%","2019-2020",2020
"707","2","George Hill",33.5,"MIL","Combo",1264,100,"62.40%",95,"69%",27,"32%",50,"40%",27,"35%",83,"49%",98,"45%",99,"46%","2019-2020",2020
"708","2","Solomon Hill",28.6,"MIA","Forward",183,7,"38.90%",1,"29%",51,"36%",43,"33%",49,"36%",0,"50%",6,"22%",22,"29%","2019-2020",2020
"709","2","Solomon Hill",28.6,"MEM","Forward",874,45,"52.30%",12,"49%",69,"41%",89,"50%",77,"44%",70,"43%",49,"34%",67,"37%","2019-2020",2020
"710","2","Aaron Holiday",23.1,"IND","Point",1552,31,"49.30%",29,"54%",35,"35%",18,"32%",14,"34%",80,"47%",75,"38%",84,"40%","2019-2020",2020
"711","2","Jrue Holiday",29.4,"NOP","Combo",2115,70,"51.80%",52,"59%",59,"41%",21,"31%",45,"39%",54,"41%",45,"34%",51,"36%","2019-2020",2020
"712","2","Justin Holiday",30.6,"IND","Wing",1805,85,"58.10%",25,"55%",20,"29%",71,"44%",56,"39%",40,"41%",91,"42%",89,"42%","2019-2020",2020
"713","2","Rondae Hollis-Jefferson",24.8,"TOR","Big",1092,8,"46.50%",8,"53%",22,"33%",27,"22%",18,"32%",0,"0%",0,"38%",1,"14%","2019-2020",2020
"714","2","Richaun Holmes",26,"SAC","Big",1229,89,"64.60%",76,"73%",92,"51%",76,"48%",94,"51%",0,"0%",0,"0%",0,"0%","2019-2020",2020
"715","2","Rodney Hood",27,"POR","Forward",618,96,"60.50%",97,"80%",68,"41%",88,"48%",76,"44%",98,"55%",97,"45%",99,"49%","2019-2020",2020
"716","2","Al Horford",33.4,"PHI","Big",2022,26,"51.80%",61,"69%",39,"38%",71,"45%",61,"41%",11,"27%",63,"36%",54,"35%","2019-2020",2020
"717","2","Danuel House",26.4,"HOU","Forward",1875,73,"55.20%",51,"63%",27,"30%",16,"13%",15,"26%",43,"37%",69,"37%",64,"37%","2019-2020",2020
"718","2","Dwight Howard",33.9,"LAL","Big",1266,99,"72.90%",92,"78%",30,"35%",79,"50%",33,"36%",0,"50%",0,"100%",0,"67%","2019-2020",2020
"719","2","Kevin Huerter",21.2,"ATL","Wing",1755,49,"51.90%",30,"57%",67,"41%",49,"37%",58,"39%",73,"45%",62,"36%",63,"38%","2019-2020",2020
"720","2","DeAndre Hunter",21.9,"ATL","Forward",2007,32,"49.10%",25,"56%",31,"31%",75,"44%",55,"37%",34,"36%",61,"36%",58,"36%","2019-2020",2020
"721","2","Chandler Hutchison",23.5,"CHI","Forward",517,24,"47.70%",32,"59%",24,"29%",5,"0%",16,"27%",20,"32%",9,"24%",11,"28%","2019-2020",2020
"722","2","Serge Ibaka",30.1,"TOR","Big",1476,63,"56.30%",76,"73%",82,"48%",61,"39%",79,"45%",6,"25%",86,"40%",78,"39%","2019-2020",2020
"723","2","Andre Iguodala",35.8,"MIA","Forward",412,47,"52.30%",89,"72%",7,"13%",96,"63%",57,"38%",39,"36%",17,"26%",29,"31%","2019-2020",2020
"724","2","Ersan Ilyasova",32.5,"MIL","Big",970,40,"54.10%",14,"58%",54,"41%",94,"61%",85,"47%",14,"29%",75,"39%",63,"36%","2019-2020",2020
"725","2","Joe Ingles",32.1,"UTA","Forward",2131,84,"57.50%",71,"66%",73,"42%",32,"29%",64,"40%",38,"36%",90,"41%",84,"40%","2019-2020",2020
"726","2","Brandon Ingram",22.2,"NOP","Forward",2102,60,"53.30%",47,"63%",60,"39%",69,"43%",67,"41%",82,"45%",73,"38%",82,"40%","2019-2020",2020
"727","2","Kyrie Irving",27.6,"BKN","Point",657,76,"54.40%",78,"65%",76,"45%",71,"46%",78,"45%",0,"53%",67,"38%",80,"40%","2019-2020",2020
"728","2","Jonathan Isaac",22.1,"ORL","Big",973,24,"51.70%",32,"63%",33,"37%",59,"38%",40,"38%",80,"44%",32,"30%",44,"34%","2019-2020",2020
"729","2","Wes Iwundu",24.9,"ORL","Forward",911,23,"47.60%",37,"60%",36,"32%",43,"33%",36,"32%",32,"36%",64,"36%",60,"36%","2019-2020",2020
"730","2","Frank Jackson",21.5,"NOP","Point",734,33,"49.50%",25,"54%",65,"43%",57,"44%",67,"43%",47,"38%",23,"31%",24,"34%","2019-2020",2020
"731","2","Jaren Jackson",20.1,"MEM","Big",1620,65,"57.00%",47,"67%",44,"39%",50,"36%",45,"38%",65,"39%",87,"40%",87,"40%","2019-2020",2020
"732","2","Josh Jackson",22.7,"MEM","Forward",365,57,"52.90%",87,"70%",33,"31%",71,"43%",37,"33%",36,"36%",43,"33%",44,"34%","2019-2020",2020
"733","2","Justin Jackson",24.6,"DAL","Forward",968,17,"46.40%",28,"57%",75,"44%",64,"38%",71,"43%",4,"24%",33,"30%",19,"29%","2019-2020",2020
"734","2","Reggie Jackson",29.5,"DET","Point",380,12,"46.20%",12,"50%",20,"33%",16,"28%",10,"32%",0,"40%",73,"38%",68,"38%","2019-2020",2020
"735","2","Reggie Jackson",29.5,"LAC","Combo",344,91,"56.60%",24,"53%",53,"40%",97,"63%",85,"45%",88,"50%",89,"40%",91,"43%","2019-2020",2020
"736","2","Justin James",22.8,"SAC","Wing",181,8,"43.40%",10,"47%",61,"40%",19,"25%",30,"33%",0,"38%",0,"30%",27,"33%","2019-2020",2020
"737","2","LeBron James",34.8,"LAL","Forward",2315,72,"54.90%",83,"69%",44,"35%",56,"36%",48,"35%",89,"46%",47,"34%",49,"35%","2019-2020",2020
"738","2","DaQuan Jeffries",22.2,"SAC","Wing",105,50,"51.90%",98,"88%",91,"50%",3,"0%",30,"33%",0,"20%",0,"29%",0,"25%","2019-2020",2020
"739","2","Ty Jerome",22.3,"PHX","Combo",273,11,"41.20%",2,"41%",61,"41%",44,"38%",52,"40%",0,"25%",23,"29%",16,"28%","2019-2020",2020
"740","2","Cameron Johnson",23.7,"PHX","Forward",1231,77,"56.20%",73,"67%",16,"25%",53,"35%",24,"29%",54,"40%",76,"38%",79,"39%","2019-2020",2020
"741","2","James Johnson",32.7,"MIN","Big",338,67,"58.00%",71,"72%",7,"21%",62,"40%",8,"25%",0,"20%",91,"41%",79,"39%","2019-2020",2020
"742","2","James Johnson",32.7,"MIA","Big",268,65,"57.00%",43,"66%",8,"22%",0,"0%",5,"22%",0,"36%",85,"40%",82,"39%","2019-2020",2020
"743","2","Keldon Johnson",19.9,"SAS","Forward",281,100,"69.80%",91,"73%",76,"44%",71,"43%",75,"43%",0,"53%",0,"83%",100,"62%","2019-2020",2020
"744","2","Stanley Johnson",23.4,"TOR","Forward",109,8,"40.00%",8,"46%",13,"22%",43,"33%",12,"25%",0,"0%",0,"46%",25,"30%","2019-2020",2020
"745","2","Tyler Johnson",27.5,"BKN","Wing",192,30,"48.70%",12,"50%",2,"9%",94,"52%",47,"38%",0,"0%",90,"42%",70,"39%","2019-2020",2020
"746","2","Tyler Johnson",27.5,"PHX","Combo",514,14,"45.30%",32,"55%",92,"48%",44,"38%",65,"42%",0,"47%",11,"25%",21,"29%","2019-2020",2020
"747","2","Nikola Jokic",24.7,"DEN","Big",2334,64,"56.80%",64,"70%",96,"56%",74,"47%",96,"53%",0,"50%",36,"31%",35,"32%","2019-2020",2020
"748","2","Damian Jones",24.3,"ATL","Big",851,93,"67.40%",84,"75%",8,"23%",28,"25%",7,"24%",0,"29%",0,"0%",0,"22%","2019-2020",2020
"749","2","Tyus Jones",23.5,"MEM","Point",1193,51,"51.50%",69,"61%",78,"45%",53,"43%",75,"44%",90,"48%",50,"36%",66,"38%","2019-2020",2020
"750","2","Derrick Jones Jr.",22.7,"MIA","Forward",1351,93,"59.80%",95,"74%",23,"28%",43,"33%",23,"29%",5,"25%",86,"40%",26,"31%","2019-2020",2020
"751","2","DeAndre Jordan",31.3,"BKN","Big",1233,92,"66.60%",58,"69%",49,"40%",39,"33%",51,"39%",0,"0%",0,"0%",0,"0%","2019-2020",2020
"752","2","Cory Joseph",28.2,"SAC","Combo",1721,33,"48.10%",71,"62%",47,"39%",42,"37%",38,"38%",65,"43%",35,"32%",40,"35%","2019-2020",2020
"753","2","Frank Kaminsky",26.6,"PHX","Big",761,30,"52.30%",17,"60%",86,"50%",38,"32%",79,"45%",0,"43%",44,"33%",36,"34%","2019-2020",2020
"754","2","Enes Kanter",27.4,"BOS","Big",973,66,"57.00%",28,"62%",74,"45%",50,"36%",69,"44%",0,"0%",0,"17%",0,"14%","2019-2020",2020
"755","2","Luke Kennard",23.4,"DET","Wing",921,71,"55.10%",83,"67%",49,"36%",81,"45%",67,"41%",33,"39%",88,"41%",80,"40%","2019-2020",2020
"756","2","Michael Kidd-Gilchrist",26.1,"CHA","Big",137,2,"43.30%",4,"50%",64,"43%",10,"0%",20,"33%",0,"67%",0,"11%",0,"33%","2019-2020",2020
"757","2","Michael Kidd-Gilchrist",26.1,"DAL","Big",109,1,"33.30%",1,"33%",49,"40%",79,"50%",65,"43%",0,"0%",0,"0%",0,"0%","2019-2020",2020
"758","2","Maxi Kleber",27.8,"DAL","Big",1885,68,"58.00%",51,"68%",42,"38%",56,"38%",43,"38%",47,"37%",72,"38%",71,"37%","2019-2020",2020
"759","2","Brandon Knight",27.9,"DET","Point",218,84,"55.70%",0,"17%",63,"43%",98,"100%",90,"50%",0,"50%",83,"39%",84,"40%","2019-2020",2020
"760","2","Brandon Knight",27.9,"CLE","Wing",212,13,"45.20%",3,"40%",49,"36%",3,"0%",22,"31%",0,"27%",40,"34%",23,"33%","2019-2020",2020
"761","2","Kevin Knox",20.2,"NYK","Forward",1064,12,"44.10%",15,"52%",32,"31%",28,"26%",19,"28%",9,"27%",56,"35%",37,"33%","2019-2020",2020
"762","2","John Konchar",23.6,"MEM","Wing",131,100,"67.20%",88,"68%",99,"67%",0,"0%",99,"67%",0,"0%",0,"75%",0,"43%","2019-2020",2020
"763","2","Furkan Korkmaz",22.3,"PHI","Wing",1537,79,"56.50%",43,"60%",66,"40%",67,"43%",69,"41%",87,"48%",81,"38%",87,"41%","2019-2020",2020
"764","2","Luke Kornet",24.3,"CHI","Big",534,38,"53.50%",93,"79%",86,"50%",10,"0%",65,"43%",2,"17%",38,"31%",23,"28%","2019-2020",2020
"765","2","Kyle Korver",38.6,"MIL","Wing",887,92,"59.20%",8,"45%",55,"38%",96,"60%",97,"55%",45,"41%",85,"40%",81,"40%","2019-2020",2020
"766","2","Rodions Kurucs",21.7,"BKN","Forward",624,68,"54.10%",80,"68%",4,"6%",0,"0%",3,"6%",75,"44%",46,"33%",53,"35%","2019-2020",2020
"767","2","Kyle Kuzma",24.3,"LAL","Forward",1486,39,"50.60%",93,"74%",56,"38%",43,"33%",53,"36%",96,"52%",16,"26%",34,"33%","2019-2020",2020
"768","2","Zach LaVine",24.6,"CHI","Wing",2085,57,"53.00%",42,"60%",8,"20%",41,"34%",16,"29%",84,"48%",64,"37%",68,"39%","2019-2020",2020
"769","2","Skal Labissiere",23.6,"POR","Big",538,60,"56.10%",29,"62%",91,"51%",93,"59%",96,"54%",0,"0%",0,"30%",0,"25%","2019-2020",2020
"770","2","Jeremy Lamb",27.4,"IND","Wing",1291,44,"51.40%",44,"60%",96,"56%",56,"39%",89,"46%",27,"37%",45,"35%",38,"35%","2019-2020",2020
"771","2","Romeo Langford",20,"BOS","Wing",319,3,"37.70%",7,"45%",11,"21%",88,"50%",10,"25%",0,"25%",0,"25%",2,"25%","2019-2020",2020
"772","2","Jake Layman",25.7,"MIN","Forward",498,51,"52.60%",40,"61%",57,"38%",83,"45%",65,"41%",0,"33%",51,"35%",47,"34%","2019-2020",2020
"773","2","Caris LeVert",25.2,"BKN","Combo",1329,32,"48.00%",36,"56%",39,"37%",39,"36%",35,"37%",79,"46%",52,"35%",57,"36%","2019-2020",2020
"774","2","TJ Leaf",22.5,"IND","Big",175,7,"45.80%",8,"54%",7,"21%",10,"0%",4,"19%",0,"67%",0,"27%",0,"36%","2019-2020",2020
"775","2","Courtney Lee",34.1,"DAL","Wing",300,82,"57.20%",90,"69%",81,"45%",88,"50%",92,"47%",46,"41%",59,"36%",66,"38%","2019-2020",2020
"776","2","Damion Lee",27,"GSW","Combo",1381,53,"49.70%",59,"60%",74,"43%",32,"32%",47,"39%",38,"37%",55,"35%",52,"36%","2019-2020",2020
"777","2","Alex Len",26.4,"SAC","Big",218,80,"61.00%",55,"68%",45,"39%",0,"0%",48,"39%",0,"100%",0,"50%",0,"67%","2019-2020",2020
"778","2","Alex Len",26.4,"ATL","Big",725,67,"57.40%",51,"67%",93,"53%",26,"20%",90,"50%",36,"35%",6,"17%",18,"25%","2019-2020",2020
"779","2","Kawhi Leonard",28.3,"LAC","Forward",1846,52,"52.60%",69,"65%",81,"48%",68,"42%",81,"45%",91,"48%",70,"37%",73,"38%","2019-2020",2020
"780","2","Meyers Leonard",27.7,"MIA","Big",1033,82,"62.20%",93,"79%",45,"39%",33,"29%",39,"37%",67,"40%",95,"42%",93,"41%","2019-2020",2020
"781","2","Damian Lillard",29.3,"POR","Point",2472,90,"56.20%",63,"59%",25,"34%",75,"47%",53,"40%",70,"44%",85,"40%",82,"40%","2019-2020",2020
"782","2","Nassir Little",19.7,"POR","Forward",492,37,"50.40%",60,"64%",15,"23%",5,"0%",9,"21%",0,"18%",71,"38%",15,"28%","2019-2020",2020
"783","2","Kevon Looney",23.7,"GSW","Big",246,1,"36.30%",40,"65%",3,"14%",19,"8%",2,"12%",0,"17%",0,"0%",0,"8%","2019-2020",2020
"784","2","Brook Lopez",31.6,"MIL","Big",1816,22,"51.10%",48,"67%",71,"44%",48,"35%",68,"44%",33,"34%",33,"31%",32,"31%","2019-2020",2020
"785","2","Robin Lopez",31.6,"MIL","Big",874,49,"55.00%",45,"66%",84,"49%",97,"100%",89,"49%",61,"38%",25,"29%",50,"34%","2019-2020",2020
"786","2","Kevin Love",31.1,"CLE","Big",1779,51,"55.10%",14,"59%",83,"48%",91,"54%",95,"51%",91,"47%",61,"36%",72,"38%","2019-2020",2020
"787","2","Kyle Lowry",33.6,"TOR","Point",2095,65,"52.50%",57,"59%",59,"42%",24,"35%",41,"39%",17,"30%",56,"37%",44,"36%","2019-2020",2020
"788","2","Timothe Luwawu-Cabarrot",24.5,"BKN","Wing",798,65,"54.40%",20,"54%",18,"27%",45,"36%",26,"32%",80,"47%",26,"33%",67,"39%","2019-2020",2020
"789","2","Trey Lyles",24,"SAS","Big",1259,42,"54.20%",25,"62%",21,"33%",70,"44%",37,"37%",86,"46%",62,"36%",80,"39%","2019-2020",2020
"790","2","Ian Mahinmi",33,"WAS","Big",807,18,"50.70%",23,"61%",38,"38%",39,"33%",40,"37%",0,"25%",11,"19%",7,"20%","2019-2020",2020
"791","2","Thon Maker",22.7,"DET","Big",739,23,"51.10%",29,"62%",48,"39%",92,"56%",75,"45%",29,"33%",51,"34%",41,"34%","2019-2020",2020
"792","2","Terance Mann",23,"LAC","Wing",275,87,"58.60%",96,"76%",61,"40%",3,"0%",37,"35%",0,"33%",0,"50%",61,"38%","2019-2020",2020
"793","2","Boban Marjanovic",31.2,"DAL","Big",351,78,"60.60%",91,"78%",35,"37%",79,"50%",46,"39%",0,"0%",0,"0%",0,"0%","2019-2020",2020
"794","2","Lauri Markkanen",22.4,"CHI","Big",1490,25,"51.70%",33,"63%",20,"30%",38,"31%",16,"31%",83,"45%",43,"33%",53,"35%","2019-2020",2020
"795","2","Caleb Martin",24.1,"CHA","Wing",289,86,"58.40%",2,"39%",35,"33%",14,"14%",2,"20%",0,"57%",100,"59%",100,"59%","2019-2020",2020
"796","2","Cody Martin",24.1,"CHA","Wing",850,35,"49.50%",67,"64%",6,"19%",26,"31%",8,"24%",1,"20%",24,"32%",6,"27%","2019-2020",2020
"797","2","Kelan Martin",24.2,"MIN","Forward",471,19,"46.70%",72,"67%",88,"49%",35,"30%",80,"44%",20,"32%",9,"24%",10,"27%","2019-2020",2020
"798","2","Garrison Mathews",23,"WAS","Wing",223,96,"60.90%",99,"100%",35,"33%",88,"50%",81,"44%",0,"45%",89,"41%",91,"42%","2019-2020",2020
"799","2","Wesley Matthews",33,"MIL","Wing",1613,48,"51.80%",69,"64%",26,"30%",48,"37%",25,"32%",44,"41%",35,"34%",47,"36%","2019-2020",2020
"800","2","Patrick McCaw",24,"TOR","Wing",895,34,"49.40%",28,"56%",45,"35%",76,"44%",47,"38%",18,"32%",31,"33%",24,"33%","2019-2020",2020
"801","2","CJ McCollum",28.1,"POR","Combo",2549,74,"52.20%",35,"56%",79,"44%",85,"49%",91,"47%",98,"55%",48,"35%",72,"38%","2019-2020",2020
"802","2","TJ McConnell",27.6,"IND","Combo",1287,80,"52.90%",70,"62%",95,"50%",50,"40%",94,"47%",0,"29%",0,"38%",0,"33%","2019-2020",2020
"803","2","Jalen McDaniels",21.7,"CHA","Wing",281,91,"59.20%",73,"65%",61,"40%",99,"100%",79,"44%",0,"43%",0,"43%",93,"43%","2019-2020",2020
"804","2","Doug McDermott",27.8,"IND","Forward",1329,97,"61.10%",77,"68%",67,"40%",31,"29%",44,"34%",71,"44%",94,"45%",96,"44%","2019-2020",2020
"805","2","JaVale McGee",31.8,"LAL","Big",1106,88,"63.90%",63,"70%",58,"42%",79,"50%",64,"42%",0,"0%",0,"50%",0,"50%","2019-2020",2020
"806","2","Rodney McGruder",28.3,"LAC","Wing",779,10,"44.70%",57,"63%",81,"45%",3,"0%",81,"44%",2,"21%",13,"29%",2,"25%","2019-2020",2020
"807","2","Alfonzo McKinnie",27.1,"CLE","Forward",531,27,"48.30%",68,"65%",95,"52%",19,"17%",83,"45%",16,"29%",1,"14%",1,"21%","2019-2020",2020
"808","2","Jordan McLaughlin",23.6,"MIN","Point",581,96,"59.00%",59,"59%",73,"44%",0,"0%",65,"42%",0,"40%",96,"43%",90,"42%","2019-2020",2020
"809","2","Ben McLemore",26.7,"HOU","Wing",1575,97,"61.60%",93,"70%",8,"20%",0,"0%",2,"20%",74,"46%",77,"38%",85,"41%","2019-2020",2020
"810","2","Jordan McRae",28.6,"WAS","Wing",626,22,"47.80%",53,"61%",19,"28%",47,"37%",28,"33%",89,"50%",63,"36%",72,"39%","2019-2020",2020
"811","2","Nicolo Melli",28.8,"NOP","Big",989,35,"53.10%",67,"71%",72,"44%",76,"48%",81,"46%",17,"30%",55,"35%",38,"34%","2019-2020",2020
"812","2","De'Anthony Melton",21.4,"MEM","Combo",1112,21,"46.50%",56,"60%",62,"41%",17,"29%",32,"36%",54,"41%",15,"26%",22,"30%","2019-2020",2020
"813","2","Khris Middleton",28.2,"MIL","Forward",1851,87,"57.90%",61,"64%",83,"48%",95,"56%",97,"52%",95,"49%",87,"41%",92,"42%","2019-2020",2020
"814","2","CJ Miles",32.6,"WAS","Wing",155,7,"43.00%",9,"46%",5,"17%",19,"25%",2,"20%",0,"29%",31,"33%",20,"32%","2019-2020",2020
"815","2","Malcolm Miller",26.7,"TOR","Wing",111,0,"33.30%",0,"33%",0,"0%",99,"100%",94,"50%",0,"0%",0,"25%",0,"20%","2019-2020",2020
"816","2","Patty Mills",31.2,"SAS","Combo",1483,88,"56.20%",92,"67%",97,"52%",62,"41%",73,"43%",77,"46%",65,"36%",78,"38%","2019-2020",2020
"817","2","Paul Millsap",34.7,"DEN","Big",1239,46,"54.60%",27,"62%",27,"34%",78,"48%",36,"37%",82,"44%",99,"44%",98,"44%","2019-2020",2020
"818","2","Shake Milton",23.1,"PHI","Combo",760,95,"60.10%",94,"67%",41,"38%",88,"50%",58,"41%",73,"45%",95,"43%",94,"44%","2019-2020",2020
"819","2","Donovan Mitchell",23.1,"UTA","Combo",2363,67,"51.70%",62,"61%",73,"42%",79,"47%",76,"44%",58,"42%",77,"37%",69,"38%","2019-2020",2020
"820","2","Malik Monk",21.7,"CHA","Wing",1151,36,"49.80%",58,"63%",74,"43%",34,"33%",70,"41%",5,"24%",19,"30%",11,"29%","2019-2020",2020
"821","2","E'Twaun Moore",30.7,"NOP","Wing",1006,39,"50.40%",45,"60%",77,"43%",24,"30%",60,"40%",59,"42%",53,"36%",63,"38%","2019-2020",2020
"822","2","Ja Morant",20.2,"MEM","Point",2073,47,"51.40%",51,"58%",67,"44%",25,"35%",63,"42%",80,"47%",29,"34%",36,"35%","2019-2020",2020
"823","2","Marcus Morris",30.2,"NYK","Forward",1383,67,"53.90%",17,"52%",64,"40%",77,"44%",68,"42%",93,"48%",96,"45%",97,"45%","2019-2020",2020
"824","2","Marcus Morris",30.2,"LAC","Big",548,15,"50.00%",41,"65%",49,"40%",93,"57%",90,"50%",29,"33%",26,"30%",31,"31%","2019-2020",2020
"825","2","Markieff Morris",30.2,"LAL","Big",197,19,"50.70%",47,"67%",14,"27%",79,"50%",20,"33%",0,"20%",98,"43%",49,"34%","2019-2020",2020
"826","2","Markieff Morris",30.2,"DET","Big",988,57,"55.80%",37,"64%",54,"41%",39,"33%",43,"38%",73,"43%",84,"40%",92,"41%","2019-2020",2020
"827","2","Monte Morris",24.3,"DEN","Point",1577,59,"51.80%",86,"66%",20,"33%",84,"51%",55,"41%",60,"42%",42,"35%",64,"38%","2019-2020",2020
"828","2","Emmanuel Mudiay",23.7,"UTA","Point",781,57,"51.70%",41,"57%",75,"45%",90,"56%",88,"48%",10,"26%",71,"38%",28,"34%","2019-2020",2020
"829","2","Mychal Mulder",25.4,"GSW","Point",189,80,"55.00%",45,"57%",94,"60%",98,"100%",100,"71%",0,"60%",4,"23%",32,"35%","2019-2020",2020
"830","2","Dejounte Murray",23.1,"SAS","Point",1663,35,"49.50%",27,"54%",55,"42%",67,"46%",73,"44%",50,"39%",58,"37%",62,"38%","2019-2020",2020
"831","2","Jamal Murray",22.7,"DEN","Combo",1902,68,"51.80%",82,"63%",83,"46%",76,"46%",88,"46%",52,"41%",46,"34%",45,"35%","2019-2020",2020
"832","2","Dzanan Musa",20.5,"BKN","Forward",427,13,"45.00%",16,"52%",37,"33%",5,"0%",33,"31%",0,"27%",21,"29%",16,"28%","2019-2020",2020
"833","2","Mike Muscala",28.3,"OKC","Big",523,58,"55.80%",23,"61%",0,"0%",92,"56%",17,"31%",55,"38%",75,"39%",79,"39%","2019-2020",2020
"834","2","Sviatoslav Mykhailiuk",22.4,"DET","Forward",1236,75,"55.20%",21,"54%",8,"17%",19,"17%",8,"17%",59,"42%",84,"40%",85,"40%","2019-2020",2020
"835","2","Abdel Nader",26.1,"OKC","Forward",789,76,"56.20%",84,"69%",55,"37%",65,"42%",61,"38%",55,"41%",63,"36%",68,"38%","2019-2020",2020
