"","X","Player.Name","Position","Age","Team","GP","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Total.Minutes","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","Rank"
"103",123,"Kendall Brown","SG",19,"IND",6,0,6.7,0.7,1.2,0.571,0,0.2,0,0.7,1,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1,0.5,0.7,0,0.3,1.5,1.5,40,9.1,0.571,0.143,0.286,5.6,11.1,8.3,9.7,4.7,0,20.2,10.4,0,0.1,0.1,0.071,-7,4,-2.9,0,15
"104",279,"James Johnson","PF",35,"IND",18,1,9,1.2,2.7,0.449,0.2,0.8,0.2,1.1,1.9,0.559,0.48,0.2,0.4,0.5,0.2,1.4,1.7,0.8,0.4,0.3,0.4,1.8,2.8,162,8.4,0.486,0.306,0.163,2.7,17.8,10.3,12.6,2.1,3.2,13.2,15.7,-0.1,0.2,0.1,0.017,-5.7,1.2,-4.4,-0.1,16
"105",474,"Daniel Theis","C",30,"IND",7,1,15.6,3,6.3,0.477,0.3,1.6,0.182,2.7,4.7,0.576,0.5,0.7,1.7,0.417,1,2.1,3.1,1.3,0.3,0.9,0.4,1,7,109,14.2,0.497,0.25,0.273,7.1,15.2,11.2,12.2,0.9,4.7,5.7,20.1,0,0.1,0.1,0.046,-0.9,-0.5,-1.4,0,17
"106",533,"Gabe York","SG",29,"IND",3,0,18.7,2.7,7,0.381,2,6,0.333,0.7,1,0.667,0.524,0.7,0.7,1,0,2,2,1.7,0.7,0,0,1.7,8,56,11.8,0.548,0.857,0.095,0,11.9,5.9,12.3,1.7,0,0,16.4,0.1,0,0.1,0.091,-1.7,-1.8,-3.5,0,18
"107",184,"Chris Duarte","SF",25,"IND",46,12,19.5,2.7,7.2,0.369,1.2,3.8,0.316,1.5,3.5,0.428,0.452,1.3,1.6,0.847,0.4,2.1,2.5,1.4,0.5,0.2,0.9,1.4,7.9,897,8.6,0.496,0.523,0.216,2.4,11.9,7.1,9.7,1.3,0.9,10.1,19,-0.5,0.4,0,-0.003,-2.9,-1.6,-4.5,-0.6,19
"108",415,"Trevelin Queen","SG",25,"IND",7,0,10,1,4.1,0.241,0.3,2.1,0.133,0.7,2,0.357,0.276,0.7,0.7,1,1.1,1.3,2.4,0.9,0.3,0.7,1,0.6,3,70,6,0.337,0.517,0.172,12.7,14.2,13.5,11.1,1.4,6.1,18.3,22.9,-0.3,0.1,-0.2,-0.133,-5.6,-1.5,-7.2,-0.1,20
"109",68,"Russell Westbrook","PG",34,"LAC",73,24,29.1,5.9,13.6,0.436,1.2,3.9,0.311,4.7,9.7,0.487,0.481,2.8,4.3,0.656,1.2,4.6,5.8,7.5,1,0.5,3.5,2.2,15.9,2126,16.1,0.513,0.289,0.317,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,-0.6,2.6,1.9,0.044,0.3,-0.1,0.2,1.2,9
"110",155,"Robert Covington","PF",32,"LAC",48,0,16.2,2.1,4.8,0.445,1.1,2.8,0.397,1,1.9,0.516,0.563,0.6,0.8,0.75,0.6,2.8,3.5,1.2,0.8,0.7,0.7,1.8,6,779,14.2,0.584,0.594,0.175,4.5,19.2,11.9,10.2,2.4,3.7,11.5,15.6,0.7,1.2,1.9,0.117,-0.5,2.1,1.7,0.7,10
"111",31,"Bones Hyland","PG",22,"LAC",56,1,19.4,4.1,10.2,0.399,2.1,5.6,0.371,2,4.6,0.434,0.502,1.5,1.8,0.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,1.7,11.8,1085,14.9,0.535,0.552,0.179,2.1,11.8,7.1,23.4,1.8,1.2,11.7,28,0.3,1.1,1.4,0.062,0.4,-1.2,-0.8,0.3,11
"112",11,"Moses Brown","C",23,"LAC",36,1,8.2,1.7,2.7,0.635,0,0,NA,1.7,2.7,0.635,0.635,0.9,2,0.458,1.6,2.3,3.9,0.1,0.1,0.4,0.4,1.1,4.3,294,22.2,0.607,0,0.75,22,30.9,26.5,2.1,0.7,4.2,10.5,21.2,0.7,0.4,1.1,0.179,0.6,-1.2,-0.6,0.1,12
"113",33,"Reggie Jackson","PG",32,"LAC",68,40,24.4,3.9,9.4,0.411,1.4,4.2,0.333,2.5,5.2,0.474,0.486,1,1.1,0.91,0.4,1.8,2.1,3.4,0.7,0.1,1.7,1.7,10.2,1657,10,0.514,0.45,0.122,1.7,8,4.9,20,1.4,0.3,14.6,20.8,-0.6,1.2,0.6,0.018,-2.9,-1.1,-3.9,-0.8,13
"114",149,"Amir Coffey","SF",25,"LAC",50,9,12.5,1.1,2.9,0.386,0.2,0.8,0.275,0.9,2.1,0.429,0.424,1,1.3,0.778,0.3,0.7,1.1,1.1,0.1,0.1,0.4,1,3.4,625,7,0.498,0.276,0.434,3.1,6.4,4.7,11.2,0.5,0.7,10.8,13.5,0.1,0.3,0.4,0.033,-4.3,-0.7,-5,-0.5,14
"115",170,"Moussa Diabaté","C",21,"LAC",22,1,8.9,1.1,2.1,0.511,0,0.1,0.5,1,2,0.511,0.521,0.5,0.7,0.625,1.4,0.9,2.3,0.2,0.3,0.4,0.4,0.7,2.7,195,14.2,0.546,0.043,0.34,18,10.8,14.4,2.8,1.8,3.6,14.3,14.1,0.2,0.2,0.4,0.105,-1.9,-0.8,-2.8,0,15
"116",499,"John Wall","PG",32,"LAC",34,3,22.2,4.1,9.9,0.408,1,3.2,0.303,3.1,6.7,0.459,0.457,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,755,13.6,0.498,0.322,0.334,2.1,11.4,6.8,35.3,1.8,1.4,17.1,27,-0.4,0.7,0.3,0.02,-0.8,-0.4,-1.2,0.1,16
"117",110,"Brandon Boston Jr.","SF",21,"LAC",22,1,11.3,2.3,5.5,0.418,0.5,1.3,0.414,1.8,4.2,0.419,0.467,1.3,1.7,0.763,0.3,1,1.4,0.9,0.4,0,0.5,1,6.5,248,13.4,0.515,0.238,0.311,3.2,10.3,6.8,12.5,1.8,0,8,26.5,0,0.2,0.2,0.04,-1.5,-0.7,-2.2,0,17
"118",411,"Jason Preston","PG",23,"LAC",14,0,8.9,1.3,2.9,0.439,0.4,1.3,0.278,0.9,1.6,0.565,0.5,0,0.1,0,0.1,1.4,1.6,1.9,0.1,0,0.7,0.5,2.9,124,10.3,0.489,0.439,0.049,1.8,17.9,9.9,30.9,0.8,0,19.3,18.3,0,0.1,0.1,0.021,-2.1,-0.5,-2.6,0,18
"119",368,"Xavier Moon","SG",28,"LAC",4,0,5,0.8,2.3,0.333,0.3,0.8,0.333,0.5,1.5,0.333,0.389,0,0,NA,0,0.8,0.8,1.3,0,0,0.3,0.5,1.8,20,7.2,0.389,0.333,0,0,16.6,8.4,35.7,0,0,10,21.8,0,0,0,-0.03,-4.1,-1,-5.1,0,19
"120",144,"Max Christie","SG",19,"LAL",41,3,12.5,1.1,2.6,0.415,0.6,1.5,0.419,0.4,1.1,0.409,0.538,0.3,0.4,0.875,0.2,1.7,1.8,0.5,0.2,0.2,0.3,0.8,3.1,512,7.4,0.566,0.585,0.151,1.5,13.8,7.8,5.1,0.8,1.2,10.3,10.4,0.1,0.5,0.6,0.058,-3.2,0,-3.1,-0.1,9
"121",56,"Davon Reed","SG",27,"LAL",43,1,8,0.7,2,0.333,0.4,1.1,0.37,0.3,0.9,0.289,0.435,0.4,0.6,0.667,0.2,1.1,1.4,0.5,0.3,0.1,0.5,0.9,2.1,342,6.2,0.471,0.548,0.286,3.4,16,9.9,8.2,2.1,1,17.5,14.5,-0.4,0.4,0.1,0.008,-5.4,0,-5.3,-0.3,10
"122",469,"Cole Swider","SF",23,"LAL",7,0,5.9,0.4,1.3,0.333,0.4,1.1,0.375,0,0.1,0,0.5,0,0,NA,0.1,0.9,1,0.6,0,0,0,0.4,1.3,41,7.4,0.5,0.889,0,2.7,15.2,9.1,12,0,0,0,9.3,0,0,0.1,0.08,-2.9,-0.5,-3.4,0,11
"123",124,"Sterling Brown","SF",27,"LAL",4,0,6,0,1,0,0,0.5,0,0,0.5,0,0,0,0,NA,0.8,1.3,2,0.5,0.8,0,0,1,0,24,7,0,0.5,0,13.9,21.6,17.8,9.4,5.9,0,0,7,0,0.1,0,0.04,-7.7,4.3,-3.3,0,12
"124",400,"Scotty Pippen Jr.","PG",22,"LAL",6,0,5.3,0.7,2,0.333,0.2,0.5,0.333,0.5,1.5,0.333,0.375,0.8,1.5,0.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3,32,9.6,0.439,0.25,0.75,6.9,6.5,6.7,8.2,3,2.6,11.1,23.7,-0.1,0,0,-0.017,-5.1,-0.8,-5.9,0,13
"125",37,"Luke Kennard","SG",26,"MEM",59,14,22.3,3.2,6.5,0.492,2.3,4.6,0.494,0.9,1.9,0.487,0.666,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3,1315,13,0.684,0.704,0.102,1.2,11.8,6.6,9.4,1.2,0.3,10.3,14.5,2.2,1.2,3.4,0.124,0.6,-0.1,0.5,0.8,9
"126",71,"Steven Adams","C",29,"MEM",42,42,27,3.7,6.3,0.597,0,0,0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,1133,17.5,0.564,0.004,0.49,20.1,25.3,22.7,11.2,1.5,3.7,19.8,14.6,1.3,2.1,3.4,0.144,-0.3,0.9,0.6,0.7,10
"127",119,"Dillon Brooks","SF",27,"MEM",73,73,30.3,5.4,13.6,0.396,2,6,0.326,3.4,7.6,0.451,0.468,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.3,2214,9.4,0.494,0.443,0.155,2.2,9.5,5.8,11.7,1.4,0.7,8.9,21.8,-0.8,2.4,1.6,0.034,-3.4,-0.5,-3.9,-1.1,11
"128",431,"David Roddy","PF",21,"MEM",70,4,18,2.6,6,0.429,0.9,3,0.307,1.6,3,0.553,0.506,0.6,0.9,0.631,0.7,2,2.8,0.8,0.4,0.3,0.8,1.5,6.7,1258,8.8,0.519,0.505,0.155,4.2,12,8.1,6.1,1.1,1.4,11.3,16.7,-0.3,1.4,1.1,0.043,-3.2,-0.7,-3.9,-0.6,12
"129",312,"Jake LaRavia","PF",21,"MEM",35,0,11.8,1.1,2.7,0.389,0.7,2,0.338,0.4,0.7,0.542,0.516,0.2,0.3,0.778,0.5,1.3,1.8,0.6,0.3,0.1,0.5,1.4,3,414,6.7,0.531,0.747,0.095,4.9,11.3,8.1,6.2,1.4,0.9,15.4,11.7,0,0.5,0.5,0.054,-3.9,0.4,-3.5,-0.2,13
"130",323,"Kenneth Lofton Jr.","PF",20,"MEM",24,1,7.3,2,3.9,0.527,0.3,0.7,0.353,1.8,3.2,0.566,0.559,0.7,1.1,0.593,0.8,1.3,2.1,0.8,0.2,0.1,0.5,1.2,5,176,20.2,0.572,0.183,0.29,11.5,19.2,15.4,18.1,1.3,1,10.3,27.6,0.3,0.2,0.5,0.145,0.7,-1.1,-0.4,0.1,14
"131",143,"Kennedy Chandler","PG",20,"MEM",36,0,7.8,1,2.3,0.422,0.1,0.4,0.133,0.9,1.9,0.485,0.434,0.2,0.4,0.462,0.3,0.8,1.1,1.6,0.3,0.1,0.5,0.4,2.2,281,10.6,0.44,0.181,0.157,3.4,10.9,7.2,26.4,2,1.6,16.9,15.8,-0.1,0.4,0.3,0.044,-3.3,0.6,-2.7,0,15
"132",25,"Danny Green","SG",35,"MEM",11,0,12.5,2,4.5,0.449,1.5,3.4,0.432,0.5,1.1,0.5,0.612,0.1,0.1,1,0.3,1,1.3,0.5,0.5,0.3,0.9,1.5,5.5,138,10.8,0.617,0.755,0.02,2.5,9.1,5.8,6.1,2.2,2,16.8,18.9,0,0.2,0.2,0.059,-2.1,0.2,-1.9,0,16
"133",212,"Jacob Gilyard","PG",24,"MEM",1,0,41,1,3,0.333,1,3,0.333,0,0,NA,0.5,0,0,NA,0,4,4,7,3,0,2,3,3,41,7.3,0.5,1,0,0,10.3,5.2,19.4,3.5,0,40,5.1,0,0.1,0.1,0.079,-7.8,1.7,-6.1,0,17
"134",526,"Ziaire Williams","SF",21,"MEM",37,4,15.2,2.3,5.3,0.429,0.7,2.6,0.258,1.6,2.7,0.596,0.492,0.5,0.6,0.773,0.4,1.7,2.1,0.9,0.4,0.2,1,1.6,5.7,561,7.4,0.511,0.495,0.112,3,11.9,7.5,8.2,1.2,1,15.2,18,-0.5,0.6,0.1,0.011,-4.7,-0.8,-5.6,-0.5,18
"135",525,"Vince Williams Jr.","SG",22,"MEM",15,1,7,0.8,2.7,0.3,0.3,1.9,0.143,0.5,0.8,0.667,0.35,0.1,0.1,1,0.3,0.7,1,0.3,0.4,0.1,0.3,0.8,2,105,3.9,0.367,0.7,0.05,4,11.1,7.6,4.8,2.7,1.7,10.9,18.1,-0.3,0.2,-0.1,-0.049,-8.3,-0.2,-8.5,-0.2,19
"136",428,"Orlando Robinson","C",22,"MIA",31,1,13.7,1.5,2.9,0.528,0,0.2,0,1.5,2.7,0.566,0.528,0.7,1,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7,425,13.4,0.565,0.067,0.348,12.8,22.3,17.4,8.4,1.4,2.9,13.5,12.4,0.5,0.6,1.1,0.129,-2.7,0.7,-2.1,0,9
"137",16,"Dewayne Dedmon","C",33,"MIA",38,1,11.2,2,4,0.51,0.3,1,0.308,1.7,2.9,0.58,0.55,0.9,1.3,0.673,0.9,2.6,3.5,0.7,0.2,0.5,0.7,2,5.2,426,15.5,0.577,0.258,0.325,9.1,28.3,18.5,9.5,1.1,4.4,12.7,20.6,0.3,0.7,1,0.115,-2.6,1,-1.6,0,10
"138",250,"Haywood Highsmith","PF",26,"MIA",54,11,17.9,1.7,4,0.431,0.7,2,0.339,1,2,0.523,0.516,0.2,0.5,0.464,1.1,2.4,3.5,0.8,0.7,0.3,0.8,1.5,4.4,969,8.5,0.517,0.505,0.13,6.7,16.4,11.4,6.2,1.9,1.8,16.5,12.5,-0.3,1.3,0.9,0.046,-3.7,0.7,-3.1,-0.3,11
"139",133,"Jamal Cain","PF",23,"MIA",18,0,13.3,2.1,3.7,0.561,0.4,1.1,0.35,1.7,2.6,0.652,0.614,0.9,1.2,0.773,0.8,2.1,2.9,0.7,0.6,0.1,0.3,1.2,5.4,240,16.5,0.647,0.303,0.333,7.1,18.7,12.7,7.6,2.3,0.4,7.3,15.1,0.5,0.3,0.8,0.169,-0.5,1.3,0.8,0.2,12
"140",537,"Cody Zeller","C",30,"MIA",15,2,14.5,2.5,3.9,0.627,0,0.1,0,2.5,3.8,0.649,0.627,1.6,2.3,0.686,1.7,2.6,4.3,0.7,0.2,0.3,0.9,2.2,6.5,217,16.4,0.659,0.034,0.593,13,21.8,17.3,7.2,0.7,1.9,15.8,18.1,0.4,0.3,0.7,0.147,-2,-0.7,-2.8,0,13
"141",393,"Victor Oladipo","SG",30,"MIA",42,2,26.3,3.8,9.6,0.397,1.7,5,0.33,2.1,4.5,0.471,0.484,1.4,1.9,0.747,0.4,2.7,3,3.5,1.4,0.3,2.1,2.4,10.7,1106,10.6,0.513,0.526,0.196,1.6,12.3,6.8,19.8,2.6,1.1,16.6,21.1,-0.9,1.5,0.6,0.024,-2.9,0.8,-2.1,0,14
"142",426,"Duncan Robinson","SF",28,"MIA",42,1,16.5,2.1,5.6,0.371,1.5,4.6,0.328,0.6,1.1,0.556,0.504,0.7,0.8,0.906,0.2,1.5,1.6,1.1,0.3,0,0.7,1.8,6.4,691,7.8,0.534,0.81,0.135,1.3,10.7,5.9,9.7,1,0,10,17.9,-0.1,0.6,0.5,0.035,-3.5,-1.5,-5,-0.5,15
"143",62,"Dru Smith","SG",25,"MIA",15,1,10.5,1.2,3,0.4,0.3,1.3,0.263,0.9,1.7,0.5,0.456,0.2,0.2,1,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9,158,11.4,0.475,0.422,0.067,1.4,15.9,8.7,19.3,3.1,2.5,6.1,13.8,0.1,0.3,0.3,0.099,-3.8,2.9,-0.9,0,16
"144",536,"Omer Yurtseven","C",24,"MIA",9,0,9.2,1.8,3,0.593,0.3,0.8,0.429,1.4,2.2,0.65,0.648,0.6,0.7,0.833,0.9,1.7,2.6,0.2,0.2,0.2,0.4,1.8,4.4,83,16.7,0.675,0.259,0.222,10.9,21.9,16.2,3.9,1.2,2.5,11.9,18,0.2,0.1,0.3,0.159,-2.5,-1.5,-3.9,0,17
"145",292,"Nikola Jović","PF",19,"MIA",15,8,13.6,1.9,4.6,0.406,0.5,2.3,0.229,1.3,2.3,0.588,0.464,1.2,1.3,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5,204,10.6,0.53,0.507,0.275,5,13.1,8.9,7.3,1.7,1,11.4,19,0,0.2,0.2,0.053,-3.4,0,-3.4,-0.1,18
"146",241,"Udonis Haslem","C",42,"MIA",7,1,10.1,1.4,4.1,0.345,0.4,1.3,0.333,1,2.9,0.35,0.397,0.6,0.7,0.8,0.6,1,1.6,0,0.1,0.3,0.1,1.6,3.9,71,6.2,0.433,0.31,0.172,6.4,12,9.1,0,0.7,2.9,3.1,20.1,-0.1,0.1,0,-0.009,-8.2,-3.9,-12.1,-0.2,19
"147",356,"Khris Middleton","SF",31,"MIL",33,19,24.3,5.4,12.3,0.436,1.5,4.9,0.315,3.8,7.4,0.516,0.499,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,801,17.4,0.551,0.399,0.251,3.8,14,9.1,30.7,1.4,0.5,13.6,27.4,1,1,1.9,0.117,1,-0.3,0.8,0.6,9
"148",157,"Jae Crowder","PF",32,"MIL",18,3,18.9,2.5,5.2,0.479,1.3,3.1,0.436,1.2,2.2,0.538,0.606,0.6,0.7,0.833,0.9,2.9,3.8,1.5,0.7,0.3,0.4,1.5,6.9,340,14.6,0.624,0.585,0.128,5.4,15.3,10.6,10.6,1.7,1.4,6.6,13.2,0.7,0.5,1.2,0.165,0.1,1.1,1.2,0.3,10
"149",340,"Wesley Matthews","SF",36,"MIL",52,0,15.8,1.1,3.1,0.363,0.8,2.4,0.315,0.4,0.7,0.528,0.484,0.5,0.5,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,820,7,0.519,0.775,0.175,4.5,9.7,7.2,5.1,1.2,1.3,9.5,9.8,0.3,0.9,1.2,0.073,-3.4,0.8,-2.7,-0.1,11
"150",42,"Sandro Mamukelashvili","C",23,"MIL",43,7,15.3,2.3,5.3,0.422,0.7,2.3,0.303,1.6,3,0.511,0.487,0.9,1.3,0.684,1.6,2.7,4.3,1.4,0.3,0.3,0.8,1.2,6.1,660,13.4,0.516,0.43,0.248,11.2,19,15.1,12.8,1,1.5,12.1,18.2,0.4,0.5,0.9,0.063,-1.1,-1.3,-2.4,-0.1,12
"151",218,"A.J. Green","SG",23,"MIL",35,1,9.9,1.5,3.6,0.424,1.3,3,0.419,0.3,0.6,0.45,0.6,0.1,0.1,1,0.2,1.1,1.3,0.6,0.2,0,0.3,0.9,4.4,345,11.5,0.607,0.84,0.032,1.9,11.3,6.8,8.7,0.8,0,6.6,16.6,0.5,0.3,0.8,0.111,-0.3,-0.6,-0.9,0.1,13
"152",100,"MarJon Beauchamp","SF",22,"MIL",52,11,13.5,1.8,4.7,0.395,0.9,2.7,0.331,0.9,1.9,0.485,0.492,0.5,0.7,0.73,0.7,1.5,2.2,0.7,0.4,0.1,0.9,1.4,5.1,701,8.2,0.513,0.584,0.152,5.9,11,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,0.027,-4.1,-0.6,-4.8,-0.5,14
"153",317,"Meyers Leonard","C",30,"MIL",9,2,12.7,1.6,3.2,0.483,0.8,2,0.389,0.8,1.2,0.636,0.603,0.9,1,0.889,1.3,2.4,3.8,0.1,0.2,0,0.7,1.8,4.8,114,12,0.652,0.621,0.31,11.4,19.4,15.5,1.2,0.8,0,15.4,14.4,0.2,0.1,0.3,0.126,-2.8,-2.2,-5,-0.1,15
"154",263,"Serge Ibaka","C",33,"MIL",16,0,11.6,1.6,3.4,0.481,0.4,1.1,0.333,1.3,2.3,0.556,0.537,0.5,0.8,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,185,9.8,0.553,0.333,0.241,8.8,15.7,12.4,2.9,0.5,3.1,15.6,16.1,0,0.2,0.2,0.058,-4.6,0,-4.5,-0.1,16
"155",80,"Thanasis Antetokounmpo","PF",30,"MIL",37,0,5.6,0.5,1.2,0.435,0,0.2,0,0.5,1,0.526,0.435,0.3,0.6,0.5,0.4,0.8,1.2,0.4,0.1,0.1,0.3,0.6,1.4,206,6.7,0.458,0.174,0.478,7.9,14.1,11.1,9.3,0.7,1.2,17.7,13.8,-0.1,0.2,0.1,0.022,-6.5,-1.1,-7.6,-0.3,17
"156",514,"Lindell Wigginton","PG",24,"MIL",7,1,12.4,2.6,5.3,0.486,0.9,2.6,0.333,1.7,2.7,0.632,0.568,1.1,1.3,0.889,0,1,1,2,0,0.3,1.7,1,7.1,87,11.8,0.61,0.486,0.243,0,8.1,4.2,23.8,0,1.9,22.7,25.6,0,0.1,0.1,0.028,-3.1,-3.6,-6.7,-0.1,18
"157",413,"Taurean Prince","PF",28,"MIN",54,4,22.1,3.3,7,0.467,1.4,3.6,0.381,1.9,3.4,0.557,0.565,1.2,1.4,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1,1192,10,0.597,0.512,0.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,0.3,1,1.3,0.052,-2.6,-0.6,-3.3,-0.4,9
"158",425,"Austin Rivers","SG",30,"MIN",52,10,19.5,1.8,4,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.538,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,1016,7.4,0.564,0.589,0.187,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,0.5,0.8,1.3,0.061,-3.3,0.5,-2.8,-0.2,10
"159",384,"Jaylen Nowell","SG",23,"MIN",65,2,19.3,4.3,9.6,0.448,1,3.6,0.289,3.3,6,0.542,0.502,1.2,1.5,0.778,0.6,2.1,2.6,2,0.6,0.1,1,1.6,10.8,1252,13.7,0.527,0.371,0.158,3.3,11.7,7.6,15.9,1.6,0.3,8.9,25,0,1.2,1.2,0.046,-1.5,-1,-2.5,-0.2,11
"160",205,"Luka Garza","C",24,"MIN",28,0,8.7,2.3,4.1,0.543,0.5,1.4,0.359,1.8,2.8,0.636,0.603,1.5,1.9,0.788,1.2,1.1,2.3,0.6,0.1,0.1,0.5,1.5,6.5,243,23,0.652,0.336,0.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,0.9,0.2,1.1,0.211,2.2,-2.6,-0.4,0.1,12
"161",301,"Nathan Knight","C",25,"MIN",38,0,7.7,1.2,2.1,0.568,0.2,0.6,0.364,1,1.6,0.644,0.617,1,1.5,0.684,0.6,0.9,1.5,0.3,0.3,0.2,0.6,1.1,3.7,291,14.5,0.655,0.272,0.704,8.6,12.8,10.8,6.1,1.6,1.8,16.5,18.7,0.4,0.3,0.7,0.116,-2.4,-0.8,-3.2,-0.1,13
"162",60,"Matt Ryan","SF",25,"MIN",34,0,9.1,1.2,3.2,0.37,0.9,2.5,0.381,0.2,0.7,0.333,0.519,0.3,0.4,0.833,0.1,0.6,0.8,0.5,0.1,0,0.2,0.8,3.6,310,8.1,0.538,0.778,0.111,1.4,7.6,4.6,6.9,0.8,0.3,5.8,16.5,0.1,0.2,0.3,0.044,-1.9,-1.5,-3.4,-0.1,14
"163",360,"Josh Minott","SF",20,"MIN",15,0,6.4,1.2,2.4,0.5,0.1,0.4,0.333,1.1,2,0.533,0.528,0.5,0.5,1,0.3,1.3,1.7,0.3,0.3,0.4,0.2,0.7,3.1,96,17.9,0.582,0.167,0.222,5.9,22.9,14.6,7.5,2,5.4,7.1,18.9,0.1,0.2,0.3,0.146,-1.9,0.4,-1.6,0,15
"164",39,"A.J. Lawson","SG",22,"MIN",15,0,7.2,1.5,2.9,0.5,0.7,1.7,0.4,0.8,1.3,0.632,0.614,0.1,0.5,0.25,0.4,1,1.4,0.1,0.1,0,0.2,0.7,3.7,108,13.9,0.589,0.568,0.182,6.4,16.3,11.3,3,0.9,0,5.9,21.1,0.1,0.1,0.1,0.063,-1.5,-2.9,-4.4,-0.1,16
"165",369,"Wendell Moore Jr.","SG",21,"MIN",29,2,5.3,0.6,1.5,0.419,0.1,0.6,0.118,0.6,0.9,0.615,0.442,0.1,0.2,0.8,0.1,0.5,0.6,0.6,0.3,0.2,0.3,0.4,1.4,153,9.3,0.465,0.395,0.116,3,10,6.6,15.3,2.5,2.8,15,14.9,-0.1,0.2,0.1,0.028,-3.8,1.3,-2.4,0,17
"166",195,"Bryn Forbes","SG",29,"MIN",25,0,10.7,1.2,3.3,0.361,0.6,1.8,0.304,0.6,1.5,0.432,0.446,0.6,0.6,1,0.2,0.4,0.6,0.7,0.3,0.1,0.5,0.9,3.6,268,6.2,0.497,0.554,0.181,1.7,4.5,3.1,8.2,1.2,0.7,11.8,16.2,-0.2,0.2,0,0,-4.8,-1.5,-6.3,-0.3,18
"167",77,"Jose Alvarado","PG",24,"NOP",61,10,21.5,3.3,8,0.411,1.4,4,0.336,1.9,4,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3,1.1,0.2,1.3,2,9,1310,11.8,0.525,0.505,0.164,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.8,0.1,1.7,1.8,0.066,-2,0.7,-1.2,0.3,9
"168",247,"Willy Hernangómez","C",28,"NOP",38,2,12.1,2.3,4.4,0.527,0.1,0.3,0.273,2.3,4.2,0.544,0.536,2.1,2.7,0.779,1.5,3.2,4.7,0.9,0.4,0.3,1,1.7,6.9,458,20.7,0.61,0.065,0.615,14.4,30.1,22.3,10.7,1.8,2.7,15.4,23.8,0.8,0.8,1.6,0.171,-0.2,0.5,0.3,0.3,10
"169",243,"Jaxson Hayes","C",22,"NOP",47,2,13,1.8,3.3,0.551,0.1,0.6,0.103,1.8,2.7,0.654,0.561,1.2,1.8,0.699,0.8,2,2.8,0.7,0.4,0.4,0.7,1.4,5,610,13.7,0.605,0.186,0.532,7.3,17.3,12.3,7.7,1.6,3,13.9,15.7,0.6,0.9,1.5,0.118,-2.2,1,-1.2,0.1,11
"170",162,"Dyson Daniels","PG",19,"NOP",59,11,17.7,1.5,3.5,0.418,0.5,1.5,0.314,1,2.1,0.492,0.483,0.4,0.7,0.65,0.6,2.6,3.2,2.3,0.7,0.2,1,1.7,3.8,1042,8.8,0.503,0.413,0.192,3.9,16.5,10.2,16.4,2,1,20.2,11.6,-0.1,1.4,1.3,0.061,-3.4,1.6,-1.8,0,12
"171",319,"Kira Lewis Jr.","PG",21,"NOP",25,0,9.4,1.6,3.5,0.455,0.6,1.4,0.441,1,2.2,0.463,0.54,0.8,0.9,0.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1,4.6,235,14.5,0.584,0.386,0.25,2.4,13.5,8,14,2.1,0.8,9.3,19.7,0.3,0.3,0.6,0.122,-0.8,0.5,-0.3,0.1,13
